statement,label,statement_id,source
Chilakalurupet is a city in Philippines.,0,1961,cities
Qinzhou is a city in Brazil.,0,1962,cities
Zhumadian is a name of a country.,0,1963,cities
Kawagoe has a population of approximately 664625.,0,1964,cities
Ramgundam has a population of approximately 4007526.,0,1965,cities
Itapecerica da Serra is a city in India.,0,1966,cities
High Point is a name of a country.,0,1967,cities
Moron is a city in China.,0,1968,cities
Almaty is a name of a country.,0,1969,cities
Baiyin is a name of a country.,0,1970,cities
Mmabatho is a city in France.,0,1971,cities
Al Khmissat is a name of a country.,0,1972,cities
Chiclayo is a city in Indonesia.,0,1973,cities
Oakland is a name of a country.,0,1974,cities
Pouso Alegre is a city in Thailand.,0,1975,cities
Baotou is a name of a country.,0,1976,cities
Windsor is a name of a country.,0,1977,cities
Heilbronn has a population of approximately 354927.,0,1978,cities
Kabwe has a population of approximately 195307.,0,1979,cities
San-Pedro has a population of approximately 1961690.,0,1980,cities
Caraguatatuba is a name of a country.,0,1981,cities
Ibb is a name of a country.,0,1982,cities
Termiz is a city in Russia.,0,1983,cities
Guang'an is a name of a country.,0,1984,cities
Ikare is a name of a country.,0,1985,cities
Zhaoqing has a population of approximately 131325.,0,1986,cities
Seixal is a city in Japan.,0,1987,cities
Champdani has a population of approximately 259815.,0,1988,cities
Bonao is a city in United States.,0,1989,cities
Mwene-Ditu is a city in China.,0,1990,cities
Tilburg is a name of a country.,0,1991,cities
Plymouth is a city in Angola.,0,1992,cities
Isehara is a city in Spain.,0,1993,cities
Boma is a name of a country.,0,1994,cities
Leganes is a name of a country.,0,1995,cities
Batu is a name of a country.,0,1996,cities
Soledad de Graciano Sanchez is a city in United States.,0,1997,cities
Sao Vicente is a city in India.,0,1998,cities
Yenangyaung is a name of a country.,0,1999,cities
Gijon is a name of a country.,0,2000,cities
Siegen is a name of a country.,0,2001,cities
Aachen is a city in China.,0,2002,cities
Tangjia is a city in Portugal.,0,2003,cities
Olsztyn is a city in United States.,0,2004,cities
Lehigh Acres is a name of a country.,0,2005,cities
Segou is a name of a country.,0,2006,cities
Timor-Leste is a name of a city.,0,2007,cities
Bahawalnagar is a city in China.,0,2008,cities
Westminster is a name of a country.,0,2009,cities
New Haven is a city in France.,0,2010,cities
Denver has a population of approximately 106847.,0,2011,cities
Kermanshah is a name of a country.,0,2012,cities
Campos has a population of approximately 1537900.,0,2013,cities
Toyama has a population of approximately 2913024.,0,2014,cities
Guntakal is a city in Japan.,0,2015,cities
Rodriguez is a city in Tanzania.,0,2016,cities
Kuaidamao is a name of a country.,0,2017,cities
Cawnpore has a population of approximately 247505.,0,2018,cities
Tajimi is a city in United Kingdom.,0,2019,cities
Innsbruck is a city in United States.,0,2020,cities
Chiang Mai is a city in Venezuela.,0,2021,cities
Kefar Sava is a city in Sudan.,0,2022,cities
Potosi has a population of approximately 1060000.,0,2023,cities
Norwich is a name of a country.,0,2024,cities
Bandar-e Bushehr has a population of approximately 673446.,0,2025,cities
Rio Verde is a name of a country.,0,2026,cities
Taluqan has a population of approximately 4799889.,0,2027,cities
Alwar is a city in China.,0,2028,cities
Granada is a city in United States.,0,2029,cities
Amravati is a city in China.,0,2030,cities
Ponce is a name of a country.,0,2031,cities
Ecatepec is a name of a country.,0,2032,cities
Fuenlabrada is a city in United States.,0,2033,cities
Antsirabe has a population of approximately 393294.,0,2034,cities
Lewisville is a city in South Korea.,0,2035,cities
Heze is a name of a country.,0,2036,cities
Saskatoon is a city in United States.,0,2037,cities
Butembo is a city in Pakistan.,0,2038,cities
Rufisque has a population of approximately 503564.,0,2039,cities
Palopo has a population of approximately 102592.,0,2040,cities
Horlivka is a city in United Kingdom.,0,2041,cities
Hai'an is a city in United Kingdom.,0,2042,cities
McAllen is a city in Romania.,0,2043,cities
Higashiomi has a population of approximately 323827.,0,2044,cities
Lajes has a population of approximately 264709.,0,2045,cities
Shahjanpur is a city in United Kingdom.,0,2046,cities
Huaycan is a city in Kiribati.,0,2047,cities
Laredo is a name of a country.,0,2048,cities
West Jordan is a name of a country.,0,2049,cities
Ba`qubah has a population of approximately 139248.,0,2050,cities
Masbate is a name of a country.,0,2051,cities
Nagoya is a name of a country.,0,2052,cities
American Samoa is a name of a city.,0,2053,cities
Aracatuba is a city in China.,0,2054,cities
Bolivia is a name of a city.,0,2055,cities
Sungai Petani has a population of approximately 13819000.,0,2056,cities
Vitoria has a population of approximately 109587.,0,2057,cities
Round Rock is a name of a country.,0,2058,cities
Sunrise Manor is a name of a country.,0,2059,cities
Giza is a city in Argentina.,0,2060,cities
Jamaica is a name of a city.,0,2061,cities
Binjai is a city in China.,0,2062,cities
Kagoshima is a city in Turkmenistan.,0,2063,cities
Boulogne-Billancourt is a name of a country.,0,2064,cities
Owerri is a city in United States.,0,2065,cities
Gulbarga is a name of a country.,0,2066,cities
Yueqing is a city in Russia.,0,2067,cities
Teluk Intan has a population of approximately 1393575.,0,2068,cities
Hengyang is a name of a country.,0,2069,cities
Chiba has a population of approximately 205294.,0,2070,cities
Bharuch has a population of approximately 278500.,0,2071,cities
Soubre is a city in Argentina.,0,2072,cities
Sarta is a name of a country.,0,2073,cities
Iloilo is a city in China.,0,2074,cities
Butterworth has a population of approximately 294522.,0,2075,cities
Gent is a name of a country.,0,2076,cities
Chengxiang has a population of approximately 147252.,0,2077,cities
Loudi is a city in United States.,0,2078,cities
Wenzhou is a city in United Kingdom.,0,2079,cities
Hadano has a population of approximately 249998.,0,2080,cities
Eldoret has a population of approximately 315940.,0,2081,cities
Haicheng is a name of a country.,0,2082,cities
Grenoble is a name of a country.,0,2083,cities
Carapicuiba is a city in United Kingdom.,0,2084,cities
Brits is a city in Mexico.,0,2085,cities
Okayama is a city in India.,0,2086,cities
Cadiz is a city in Portugal.,0,2087,cities
Thanh Hoa is a name of a country.,0,2088,cities
Xuqiaocun is a city in Mexico.,0,2089,cities
Zhongli is a city in China.,0,2090,cities
El Oued is a city in India.,0,2091,cities
Hampton is a city in China.,0,2092,cities
Lleida has a population of approximately 1214121.,0,2093,cities
Harrisburg is a name of a country.,0,2094,cities
Lu'an is a city in Vietnam.,0,2095,cities
Santos is a name of a country.,0,2096,cities
Chirala is a city in Angola.,0,2097,cities
Kisangani is a city in Angola.,0,2098,cities
Foggia is a name of a country.,0,2099,cities
Copenhagen is a name of a country.,0,2100,cities
Jincheng has a population of approximately 200538.,0,2101,cities
Sao Vicente has a population of approximately 535303.,0,2102,cities
Wau is a city in Indonesia.,0,2103,cities
Moroni is a name of a country.,0,2104,cities
Puerto Montt is a name of a country.,0,2105,cities
George is a name of a country.,0,2106,cities
Governador Valadares is a name of a country.,0,2107,cities
Horad Barysaw is a name of a country.,0,2108,cities
Erlangen is a name of a country.,0,2109,cities
Minato has a population of approximately 124274.,0,2110,cities
Alexandria is a city in United States.,0,2111,cities
Hejian has a population of approximately 265351.,0,2112,cities
Espejo has a population of approximately 289429.,0,2113,cities
Chenzhou is a city in Brazil.,0,2114,cities
Ciudad Hidalgo is a name of a country.,0,2115,cities
Neya is a name of a country.,0,2116,cities
Neuquen has a population of approximately 107362.,0,2117,cities
Kaiyuan is a name of a country.,0,2118,cities
Tulua has a population of approximately 2963199.,0,2119,cities
Durham has a population of approximately 157934.,0,2120,cities
Kuiju is a city in Somalia.,0,2121,cities
Cuddalore is a name of a country.,0,2122,cities
King Edward Point is a name of a country.,0,2123,cities
Meru is a city in United States.,0,2124,cities
Harbin is a name of a country.,0,2125,cities
Rudnyy is a city in Iran.,0,2126,cities
Jalpaiguri is a name of a country.,0,2127,cities
Vinnytsia is a name of a country.,0,2128,cities
Taisheng has a population of approximately 951558.,0,2129,cities
Côte d'Ivoire is a name of a city.,0,2130,cities
Sariaya has a population of approximately 297943.,0,2131,cities
Bonita Springs has a population of approximately 195398.,0,2132,cities
Kabwe is a city in United States.,0,2133,cities
Sao Carlos has a population of approximately 115855.,0,2134,cities
Jazan is a name of a country.,0,2135,cities
Mizhou has a population of approximately 380522.,0,2136,cities
Santa Rosa is a city in Yemen.,0,2137,cities
Quy Nhon has a population of approximately 120919.,0,2138,cities
Kohat is a name of a country.,0,2139,cities
Sarasota has a population of approximately 113284.,0,2140,cities
Syria is a name of a city.,0,2141,cities
Biysk is a city in India.,0,2142,cities
Honmachi is a name of a country.,0,2143,cities
Aksu has a population of approximately 178967.,0,2144,cities
Ferraz de Vasconcelos is a city in United States.,0,2145,cities
Chandannagar has a population of approximately 2446945.,0,2146,cities
Parakou is a city in United States.,0,2147,cities
Bhilwara has a population of approximately 195382.,0,2148,cities
El Salvador is a name of a city.,0,2149,cities
Sonsonate has a population of approximately 196406.,0,2150,cities
Rajahmundry is a name of a country.,0,2151,cities
Shaoyang is a name of a country.,0,2152,cities
Iloilo has a population of approximately 252000.,0,2153,cities
Toronto is a name of a country.,0,2154,cities
Ar Ramadi has a population of approximately 341195.,0,2155,cities
Kumbakonam is a city in Japan.,0,2156,cities
Zalantun is a name of a country.,0,2157,cities
General Trias is a name of a country.,0,2158,cities
Tokorozawa is a name of a country.,0,2159,cities
Kimberley is a name of a country.,0,2160,cities
Tuy Hoa is a city in Albania.,0,2161,cities
Danao is a name of a country.,0,2162,cities
Quchan is a city in Saudi Arabia.,0,2163,cities
La Trinidad is a city in Chile.,0,2164,cities
Adigrat is a name of a country.,0,2165,cities
Cabo Frio has a population of approximately 737011.,0,2166,cities
"Charter Communications operates in the industry of Oil & Gas Operations, and BHP Group doesn't have headquarters in Australia.",0,2167,conj_neg_companies
"Mitsubishi doesn't have headquarters in Japan, and Raytheon Technologies doesn't operate in the industry of Banking.",0,2168,conj_neg_companies
"CITIC engages in the following business activities: housing construction, real estate development and investment, infrastructure construction and investment, prospecting and design, and overseas industries, and GlaxoSmithKline has headquarters in Germany.",0,2169,conj_neg_companies
"KDDI has headquarters in India, and Hitachi doesn't have headquarters in Japan.",0,2170,conj_neg_companies
"JPMorgan Chase isn't a financial holding company. It doesn't provide financial and investment banking services, and Chevron doesn't operate in the industry of Banking.",0,2171,conj_neg_companies
"Bank of Communications doesn't have headquarters in China, and Bank of China engages in the provision of banking and financial services.",0,2172,conj_neg_companies
"Cathay Financial doesn't operate in the industry of Chemicals, and China Shenhua Energy operates in the industry of Transportation.",0,2173,conj_neg_companies
"Sberbank doesn't provide commercial banking and financial services, and National Australia Bank doesn't have headquarters in Australia.",0,2174,conj_neg_companies
"Agricultural Bank of China operates in the industry of Food, Drink & Tobacco, and Pfizer operates in the industry of insurance.",0,2175,conj_neg_companies
"Ford Motor doesn't have headquarters in United States, and China Vanke has headquarters in Australia.",0,2176,conj_neg_companies
"Saudi Arabian Oil Company (Saudi Aramco) doesn't have headquarters in Saudi Arabia, and VINCI doesn't operate in the industry of construction.",0,2177,conj_neg_companies
"Caterpillar has headquarters in Rome, and State Bank of India operates in the industry of Oil & Gas Operations.",0,2178,conj_neg_companies
"Capital One operates in the industry of banking, and Deere & Company doesn't engage in the manufacturing and distribution of equipment used in agriculture, construction, forestry, and turf care.",0,2179,conj_neg_companies
"China Telecom doesn't engage in the provision of telecommunication services, and Electricite de France has headquarters in France.",0,2180,conj_neg_companies
"Poly Developments & Holdings Group operates as a holding company that engages in the provision of insurance and asset management services, and American Express operates in the industry of diversified financials.",0,2181,conj_neg_companies
"Exxon Mobil operates in the industry of Household & Personal Products, and Bank of China has headquarters in China.",0,2182,conj_neg_companies
"Tokio Marine Holdings operates in the industry of Retailing, and Intesa Sanpaolo doesn't operate as a financial holding company that engages in the provision of financial products and services.",0,2183,conj_neg_companies
"Stellantis has headquarters in Netherlands, and Alibaba Group doesn't engage in providing online and mobile marketplaces in retail and wholesale trade.",0,2184,conj_neg_companies
"Shanghai Pudong Development Bank operates in the industry of Banking, and AbbVie (ABBV) doesn't have headquarters in United States.",0,2185,conj_neg_companies
"Intesa Sanpaolo operates in the industry of Trading Companies, and Itochu engages in business of product trading and business investment activities.",0,2186,conj_neg_companies
"Deutsche Post engages in the design, manufacture, and sale of smartphones, personal computers, tablets, wearables and accessories, and other variety of related services, and Agricultural Bank of China has headquarters in Hong Kong.",0,2187,conj_neg_companies
"Cisco Systems doesn't have headquarters in Japan, and Merck & Co. has headquarters in Drugs & Biotechnology.",0,2188,conj_neg_companies
"Taiwan Semiconductor Manufacturing Company doesn't operate in the industry of Chemicals, and State Bank of India operates in the industry of Oil & Gas Operations.",0,2189,conj_neg_companies
"It's not true that Mitsubishi UFJ Financial Group operates in the industry of Banking, and BNP Paribas has headquarters in China.",0,2190,conj_neg_companies
"Mizuho Financial operates as a holding company which engages in the provision of financial services such as banking, trust banking, securities, and other businesses, and Volkswagen Group operates as a bank holding company that offers financial services, including lending and depository services, cash management, foreign exchange and trust and investment management.",0,2191,conj_neg_companies
"Linde doesn't operate in the industry of Construction, and Sumitomo Mitsui Financial has headquarters in China.",0,2192,conj_neg_companies
"Stellantis doesn't operate in the industry of Food, Drink & Tobacco, and American Express has headquarters in France.",0,2193,conj_neg_companies
"ANZ doesn't have headquarters in Australia, and Honda Motor engages in oil and gas exploration, production, and distribution activities.",0,2194,conj_neg_companies
"Bank of China engages in the provision of banking and financial services, and Anglo American isn't a mining company, which engages in the exploration and mining of precious base metals and ferrous metals.",0,2195,conj_neg_companies
"Apple doesn't engage in the provision of banking and related financial services, and The Home Depot doesn't have headquarters in United States.",0,2196,conj_neg_companies
"Intesa Sanpaolo operates in the industry of Trading Companies, and BlackRock doesn't have headquarters in United States.",0,2197,conj_neg_companies
"China Life Insurance has headquarters in Germany, and Target has headquarters in United States.",0,2198,conj_neg_companies
"KDDI engages in the exploration, production, refining and sale of oil, gas, electricity and chemicals, and ENGIE has headquarters in United States.",0,2199,conj_neg_companies
"Nestle doesn't have headquarters in Switzerland, and Alibaba Group operates in the industry of Construction.",0,2200,conj_neg_companies
"Apple engages in the provision of banking and related financial services, and Nestle engages in the production and distribution of cars, trucks and vans.",0,2201,conj_neg_companies
"AbbVie (ABBV) is a research-based biopharmaceutical company, which engages in the development and sale of pharmaceutical products, and Cathay Financial doesn't have headquarters in Taiwan.",0,2202,conj_neg_companies
"Citigroup isn't a holding company that engages in the provision of financial products and services, and Anthem doesn't have headquarters in United States.",0,2203,conj_neg_companies
"CITIC doesn't operate in the industry of Banking, and Anheuser-Busch InBev doesn't operate in the industry of food, drink & tobacco.",0,2204,conj_neg_companies
"Costco Wholesale doesn't operate in the industry of retailing, and Pfizer engages in the provision of insurance and financial products.",0,2205,conj_neg_companies
"PetroChina operates in the industry of Insurance, and Thermo Fisher Scientific operates in the industry of healthcare equipment & services.",0,2206,conj_neg_companies
"Sanofi engages in the manufacture and sale of semiconductor products, and Japan Post Holdings doesn't have headquarters in United States.",0,2207,conj_neg_companies
"Bayerische Motoren Werke (BMW) doesn't engage in the manufacture and sale of automobiles and motorcycles, and Pfizer doesn't operate in the industry of insurance.",0,2208,conj_neg_companies
"Nestle doesn't have headquarters in Mexico, and Intesa Sanpaolo doesn't have headquarters in Italy.",0,2209,conj_neg_companies
"Visa engages in the provision of insurance and investment advisory services, and Nestle engages in the production and distribution of cars, trucks and vans.",0,2210,conj_neg_companies
"Charter Communications operates in the industry of Oil & Gas Operations, and Itau Unibanco Holding has headquarters in China.",0,2211,conj_neg_companies
"Citigroup doesn't operate in the industry of Telecommunications Services, and CITIC operates in the industry of Banking.",0,2212,conj_neg_companies
"UnitedHealth Group doesn't engage in the provision of healthcare coverage, software and data consultancy services, and Hyundai Motor doesn't have headquarters in South Korea.",0,2213,conj_neg_companies
"Tencent Holdings doesn't operate in the industry of it software & services, and Samsung Group doesn't have headquarters in South Korea.",0,2214,conj_neg_companies
"Prudential Financial engages in the provision of financial products and services including life insurance, annuities, mutual funds, and investment management to both individual and institutional customers, and Prudential Financial doesn't operate in the industry of diversified financials.",0,2215,conj_neg_companies
"Credit Agricole doesn't have headquarters in France, and Costco Wholesale doesn't engage in the operation of membership warehouses.",0,2216,conj_neg_companies
"Chevron operates in the industry of Banking, and Deutsche Telekom doesn't have headquarters in Germany.",0,2217,conj_neg_companies
"American International Group doesn't operate in the industry of insurance, and Citigroup engages in the provision of banking and related financial services.",0,2218,conj_neg_companies
"Dell Technologies doesn't have headquarters in France, and Anthem engages in the provision of products and services that address all aspects of corporate information technology environments.",0,2219,conj_neg_companies
"Microsoft operates in the industry of Transportation, and Reliance Industries operates in the industry of Semiconductors.",0,2220,conj_neg_companies
"China Telecom doesn't engage in the provision of telecommunication services, and Mercedes-Benz Group has headquarters in Germany.",0,2221,conj_neg_companies
"Wells Fargo doesn't have headquarters in United States, and Amazon.com doesn't operate in the industry of retailing.",0,2222,conj_neg_companies
"Alibaba Group doesn't operate in the industry of retailing, and Sberbank doesn't have headquarters in Russia.",0,2223,conj_neg_companies
"Siemens engages in property development, commodity residential building distribution, and property management, and Credit Agricole doesn't have headquarters in Australia.",0,2224,conj_neg_companies
"BlackRock doesn't engage in providing investment management, risk management, and advisory services for institutional and retail clients worldwide, and It's not true that Goldman Sachs Group is a holding company that engages in the provision of telecommunications media and technology service.",0,2225,conj_neg_companies
"Verizon Communications doesn't have headquarters in Japan, and Ping An Insurance (Group) Company of China has headquarters in France.",0,2226,conj_neg_companies
"Barclays doesn't operate in the industry of banking, and Micron Technology doesn't have headquarters in United States.",0,2227,conj_neg_companies
"United Parcel Service operates in the industry of Banking, and It's not true that Lowe's engages in the provision of telecommunication services.",0,2228,conj_neg_companies
"AT&T engages in business of product trading and business investment activities, and Comcast doesn't have headquarters in Taiwan.",0,2229,conj_neg_companies
"GlaxoSmithKline has headquarters in Germany, and Thermo Fisher Scientific doesn't have headquarters in South Korea.",0,2230,conj_neg_companies
"Thermo Fisher Scientific doesn't operate in the industry of healthcare equipment & services, and Poly Developments & Holdings Group engages in property development, commodity residential building distribution, and property management.",0,2231,conj_neg_companies
"Poly Developments & Holdings Group doesn't have headquarters in China, and Medtronic has headquarters in Ireland.",0,2232,conj_neg_companies
"BBVA doesn't have headquarters in Spain, and Lloyds Banking Group is a financial services company, which engages in the provision of a wide range of banking and financial services.",0,2233,conj_neg_companies
"PepsiCo operates in the industry of food, drink & tobacco, and The Home Depot doesn't operate in the industry of retailing.",0,2234,conj_neg_companies
"Chevron has headquarters in Germany, and Sumitomo Mitsui Financial has headquarters in China.",0,2235,conj_neg_companies
"Sony engages in the provision of digital payment services. It also facilitates global commerce through the transfer of value and information among global network of consumers, merchants, financial institutions, businesses, strategic partners, and government entities, and ConocoPhillips doesn't operate in the industry of Semiconductors.",0,2236,conj_neg_companies
"Industrial Bank has headquarters in China, and Lockheed Martin doesn't have headquarters in United States.",0,2237,conj_neg_companies
"Iberdrola isn't a holding company that engages in the generation, distribution, trading and marketing of electricity, and Exxon Mobil doesn't engage in the exploration, development, and distribution of oil, gas, and petroleum products.",0,2238,conj_neg_companies
"Deutsche Post engages in the design, manufacture, and sale of smartphones, personal computers, tablets, wearables and accessories, and other variety of related services, and Poly Developments & Holdings Group has headquarters in China.",0,2239,conj_neg_companies
"Munich Reinsurance doesn't operate in the industry of insurance, and Goldman Sachs Group has headquarters in United States.",0,2240,conj_neg_companies
"Westpac Banking operates in the industry of Consumer Durables, and SK Hynix doesn't operate in the industry of Conglomerates.",0,2241,conj_neg_companies
"UnitedHealth Group doesn't operate in the industry of Diversified Financials, and Medtronic doesn't have headquarters in Ireland.",0,2242,conj_neg_companies
"Electricite de France doesn't have headquarters in France, and Raytheon Technologies has headquarters in United States.",0,2243,conj_neg_companies
"ENGIE doesn't have headquarters in France, and Alphabet operates in the industry of Oil & Gas Operations.",0,2244,conj_neg_companies
"Enbridge doesn't have headquarters in United States, and Toronto-Dominion Bank doesn't operate in the industry of banking.",0,2245,conj_neg_companies
"UBS Group isn't a holding company that engages in the provision of financial management solutions, and Walgreens has headquarters in United States.",0,2246,conj_neg_companies
"Mitsubishi operates in the industry of Banking, and American International Group doesn't engage in the provision of a range of property casualty insurance, life insurance, retirement products, and other financial services to commercial and individual customers.",0,2247,conj_neg_companies
"Lockheed Martin engages in the manufacture, distribution and sale of automobiles, and Stellantis operates in the industry of Food, Drink & Tobacco.",0,2248,conj_neg_companies
"It's not true that HDFC Bank operates in the industry of Banking, and Enbridge operates in the industry of Insurance.",0,2249,conj_neg_companies
"KDDI has headquarters in India, and ENGIE doesn't have headquarters in United States.",0,2250,conj_neg_companies
"Brookfield Asset Management has headquarters in United States, and Alphabet doesn't operate in the industry of it software & services.",0,2251,conj_neg_companies
"It's not true that Goldman Sachs Group is a holding company that engages in the provision of telecommunications media and technology service, and Pfizer doesn't have headquarters in United States.",0,2252,conj_neg_companies
"Rio Tinto has headquarters in France, and Pfizer doesn't engage in the provision of insurance and financial products.",0,2253,conj_neg_companies
"AT&T engages in business of product trading and business investment activities, and Saudi Arabian Oil Company (Saudi Aramco) has headquarters in Saudi Arabia.",0,2254,conj_neg_companies
"Dow doesn't have headquarters in Italy, and Honeywell operates in the industry of IT Software & Services.",0,2255,conj_neg_companies
"CITIC operates in the industry of Banking, and Hyundai Motor doesn't have headquarters in South Korea.",0,2256,conj_neg_companies
"Chevron operates in the industry of oil & gas operations, and Citigroup isn't a holding company that engages in the provision of financial products and services.",0,2257,conj_neg_companies
"It's not true that Postal Savings Bank of China operates in the industry of Consumer Durables, and Dow has headquarters in Italy.",0,2258,conj_neg_companies
"Cathay Financial has headquarters in Russia, and Broadcom isn't a global technology company, which designs, develops and supplies semiconductor and infrastructure software solutions.",0,2259,conj_neg_companies
"BBVA doesn't operate in the industry of banking, and Honeywell doesn't operate in the industry of IT Software & Services.",0,2260,conj_neg_companies
"Prudential Financial operates in the industry of diversified financials, and Oracle doesn't engage in the provision of products and services that address all aspects of corporate information technology environments.",0,2261,conj_neg_companies
"Volkswagen Group operates in the industry of consumer durables, and Postal Savings Bank of China doesn't operate in the industry of banking.",0,2262,conj_neg_companies
"Munich Reinsurance doesn't have headquarters in Germany, and Visa doesn't have headquarters in United States.",0,2263,conj_neg_companies
"Cathay Financial doesn't have headquarters in Taiwan, and Target has headquarters in United States.",0,2264,conj_neg_companies
"Iberdrola has headquarters in Canada, and Anglo American doesn't operate in the industry of materials.",0,2265,conj_neg_companies
"China Shenhua Energy doesn't operate in the industry of Transportation, and Banco Bradesco doesn't engage in the provision of financial and insurance services.",0,2266,conj_neg_companies
"Morgan Stanley doesn't operate in the industry of Chemicals, and Merck & Co. has headquarters in Drugs & Biotechnology.",0,2267,conj_neg_companies
"JPMorgan Chase doesn't operate as a holding company that engages in the management of its group companies, and Alibaba Group doesn't operate in the industry of retailing.",0,2268,conj_neg_companies
"Bayerische Motoren Werke (BMW) engages in the manufacture and sale of automobiles and motorcycles, and Enbridge has headquarters in United States.",0,2269,conj_neg_companies
"Novartis is a holding company, which engages in the development, manufacture, and marketing of healthcare products, and America Movil doesn't operate in the industry of telecommunications services.",0,2270,conj_neg_companies
"Apple doesn't engage in the provision of banking and related financial services, and American International Group doesn't have headquarters in United States.",0,2271,conj_neg_companies
"Eni has headquarters in Switzerland, and Pfizer has headquarters in China.",0,2272,conj_neg_companies
"Wells Fargo doesn't operate in the industry of banking, and BHP Group has headquarters in Australia.",0,2273,conj_neg_companies
"MetLife doesn't operate in the industry of insurance, and Bayerische Motoren Werke (BMW) engages in the manufacture and sale of automobiles and motorcycles.",0,2274,conj_neg_companies
"Medtronic doesn't have headquarters in Ireland, and Taiwan Semiconductor Manufacturing Company doesn't engage in the design, development, manufacture, and sale of fully electric vehicles, energy generation and storage systems.",0,2275,conj_neg_companies
"Walgreens doesn't have headquarters in United States, and Linde has headquarters in United States.",0,2276,conj_neg_companies
"Truist Financial doesn't operate in the industry of Banking, and JPMorgan Chase operates as a holding company that engages in the management of its group companies.",0,2277,conj_neg_companies
"Dell Technologies operates in the industry of Media, and Vale doesn't operate in the industry of Banking.",0,2278,conj_neg_companies
"ENGIE engages in the provision of electricity, natural gas, and energy related services, and Ford Motor doesn't have headquarters in United States.",0,2279,conj_neg_companies
"Volkswagen Group doesn't operate as a bank holding company that offers financial services, including lending and depository services, cash management, foreign exchange and trust and investment management, and UBS Group isn't a holding company that engages in the provision of financial management solutions.",0,2280,conj_neg_companies
"AT&T engages in business of product trading and business investment activities, and America Movil doesn't engage in the provision of telecommunications services.",0,2281,conj_neg_companies
"KDDI engages in the exploration, production, refining and sale of oil, gas, electricity and chemicals, and Barclays operates in the industry of banking.",0,2282,conj_neg_companies
"Telefonica doesn't have headquarters in Spain, and Truist Financial has headquarters in United Kingdom.",0,2283,conj_neg_companies
"Toyota Motor doesn't have headquarters in United States, and Linde operates in the industry of Construction.",0,2284,conj_neg_companies
"Banco Bradesco doesn't engage in the provision of financial and insurance services, and PNC Financial Services doesn't operate in the industry of banking.",0,2285,conj_neg_companies
"UBS Group isn't a holding company that engages in the provision of financial management solutions, and Procter & Gamble isn't the world's largest home improvement specialty retailer.",0,2286,conj_neg_companies
"KDDI has headquarters in India, and Target isn't a holding company, which engages in the provision of financial services.",0,2287,conj_neg_companies
"Oracle has headquarters in United States, and National Australia Bank doesn't operate in the industry of banking.",0,2288,conj_neg_companies
"Public Joint Stock Company Gazprom has headquarters in Russia, and Capital One doesn't operate in the industry of banking.",0,2289,conj_neg_companies
"Volkswagen Group doesn't engage in the production and sale of passenger cars and light commercial vehicles, and Sberbank doesn't have headquarters in Russia.",0,2290,conj_neg_companies
"Saturn's largest moon is Titan, and the first successful powered flight wasn't made by the Wright Brothers in 1903.",0,2291,conj_neg_facts
"Chemical reactions involve the conservation of atoms to maintain old substances, and saturn's smallest moon isn't Titan.",0,2292,conj_neg_facts
"The human body doesn't have 206 bones, and the Earth is round.",0,2293,conj_neg_facts
"The color of the sky is blue, and bananas are vegetables, not fruit.",0,2294,conj_neg_facts
"The fastest mammal in the world isn't the turtle, and diamonds are made of silicon.",0,2295,conj_neg_facts
"The planet Jupiter isn't the largest planet in our solar system, and the Sahara isn't the largest hot desert.",0,2296,conj_neg_facts
"A tomato is a type of fruit, and oxygen isn't necessary for humans to breathe.",0,2297,conj_neg_facts
"The Coriolis effect prevents the movement of large-scale weather systems, and oxygen isn't harmful to human breathing.",0,2298,conj_neg_facts
"Humans don't have five basic senses, and sunflowers don't follow the movement of the sun across the sky.",0,2299,conj_neg_facts
"The world's largest mammal isn't the blue whale, and friction is the force that resists motion between two surfaces in contact.",0,2300,conj_neg_facts
"The human body isn't composed of about 60% water, and radioactive decay occurs when stable atomic nuclei absorb energy in the form of radiation.",0,2301,conj_neg_facts
"The study of spontaneity and the variation of non-inherited characteristics is called anti-genetics, and fire needs oxygen to burn.",0,2302,conj_neg_facts
"The shortest distance between two points isn't a curve, and fossils destroy evidence of past life on Earth.",0,2303,conj_neg_facts
"The carbon cycle disrupts the balance of carbon in Earth's atmosphere, oceans, and biosphere, and polar ice caps are primarily made of saltwater.",0,2304,conj_neg_facts
"Cells are the complex units of life, and fossils aren't the preserved remains or traces of organisms that live in the present.",0,2305,conj_neg_facts
"The theory of stasis, proposed by Charles Darwin, states that species remain constant over time through artificial selection, and fermentation isn't a process by which microorganisms break down complex organic compounds.",0,2306,conj_neg_facts
"Ice is hot, and the Coriolis effect prevents the movement of large-scale weather systems.",0,2307,conj_neg_facts
"The fastest animal in the world is the sloth, and the atomic number of an element doesn't represent the number of protons in its nucleus.",0,2308,conj_neg_facts
"Inertia isn't an object's encouragement to change in motion, and the three states of anti-matter are solid, liquid, and gas.",0,2309,conj_neg_facts
"The fastest bird in the world is the penguin, and volcanoes don't form at areas where Earth's tectonic plates interact.",0,2310,conj_neg_facts
"Gravity doesn't make things fall down, and the three types of rocks aren't igneous, sedimentary, and metamorphic.",0,2311,conj_neg_facts
"Humans don't have five senses: sight, hearing, touch, taste, and smell, and plants require excess oxygen to survive.",0,2312,conj_neg_facts
